Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-02-18,h26v06,4669.0,250.0,0.513,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-03-06,h26v06,4669.0,250.0,0.5205,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-03-22,h26v06,4669.0,250.0,0.601,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-04-07,h26v06,4669.0,250.0,0.4769,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-04-23,h26v06,4669.0,250.0,0.5614,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-05-09,h26v06,4669.0,250.0,0.5536,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,MasterCanteen,20.2722,85.8394,2025-05-25,h26v06,4669.0,250.0,0.5502,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-02-18,h26v06,4657.0,230.0,0.3945,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-03-06,h26v06,4657.0,230.0,0.3932,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-03-22,h26v06,4657.0,230.0,0.4097,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-04-07,h26v06,4657.0,230.0,0.3861,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-04-23,h26v06,4657.0,230.0,0.4047,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-05-09,h26v06,4657.0,230.0,0.4222,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Nayapalli,20.2961,85.8078,2025-05-25,h26v06,4657.0,230.0,0.4204,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-02-18,h26v06,4666.0,248.0,0.4272,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-03-06,h26v06,4666.0,248.0,0.4693,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-03-22,h26v06,4666.0,248.0,0.5386,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-04-07,h26v06,4666.0,248.0,0.406,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-04-23,h26v06,4666.0,248.0,0.3704,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-05-09,h26v06,4666.0,248.0,0.3612,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,OldTown,20.2778,85.8386,2025-05-25,h26v06,4666.0,248.0,0.4385,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-02-18,h26v06,4629.0,222.0,0.3796,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-03-06,h26v06,4629.0,222.0,0.3538,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-03-22,h26v06,4629.0,222.0,0.3982,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-04-07,h26v06,4629.0,222.0,0.3433,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-04-23,h26v06,4629.0,222.0,0.4361,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-05-09,h26v06,4629.0,222.0,0.4099,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Patia,20.3544,85.8231,2025-05-25,h26v06,4629.0,222.0,0.4059,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-02-18,h26v06,4664.0,247.0,0.5245,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-03-06,h26v06,4664.0,247.0,0.5054,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-03-22,h26v06,4664.0,247.0,0.5082,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-04-07,h26v06,4664.0,247.0,0.4336,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-04-23,h26v06,4664.0,247.0,0.5522,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-05-09,h26v06,4664.0,247.0,0.5306,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Rasulgarh,20.2831,85.8394,2025-05-25,h26v06,4664.0,247.0,0.5236,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-02-18,h26v06,4657.0,238.0,0.4313,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-03-06,h26v06,4657.0,238.0,0.4184,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-03-22,h26v06,4657.0,238.0,0.5178,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-04-07,h26v06,4657.0,238.0,0.5198,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-04-23,h26v06,4657.0,238.0,0.5774,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-05-09,h26v06,4657.0,238.0,0.5765,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SaheedNagar,20.2961,85.8245,2025-05-25,h26v06,4657.0,238.0,0.5472,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-02-18,h26v06,4658.0,243.0,0.4062,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-03-06,h26v06,4658.0,243.0,0.4272,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-03-22,h26v06,4658.0,243.0,0.4605,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-04-07,h26v06,4658.0,243.0,0.4325,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-04-23,h26v06,4658.0,243.0,0.4842,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-05-09,h26v06,4658.0,243.0,0.4596,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,SuryaNagar,20.2944,85.835,2025-05-25,h26v06,4658.0,243.0,0.4656,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-02-18,h26v06,4653.0,235.0,0.4712,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-03-06,h26v06,4653.0,235.0,0.4327,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-03-22,h26v06,4653.0,235.0,0.4653,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-04-07,h26v06,4653.0,235.0,0.4224,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-04-23,h26v06,4653.0,235.0,0.4456,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-05-09,h26v06,4653.0,235.0,0.4912,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,VaniVihar,20.3042,85.8231,2025-05-25,h26v06,4653.0,235.0,0.4427,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
